Monte Carlo initialized
	Thrust varience frequency: 50
	Thrust varience: 100
	Drag deviation: 0.016

Wind:
Pink wind
----------------
alpha: 6.993
alt0: 30.000
speed0: 5.000
direction: 1.858

Iteration           Delta [ms]          Time [ms]           Apogee [m]          
5059:               2655                14205130            3166.53             
5060:               2754                14207885            3207.62             
5061:               2661                14210546            3268.02             
5062:               2773                14213319            3130.87             
5063:               2608                14215928            3142.05             
5064:               2612                14218541            3228.56             
5065:               2639                14221181            3195.96             
5066:               2725                14223922            3124.49             
5067:               2612                14226535            3106.57             
5068:               2640                14229175            3205.79             
5069:               2659                14231834            3062.64             
5070:               2718                14234553            3211.35             
5071:               2628                14237181            3226.27             
5072:               2643                14239825            3224.49             
5073:               2725                14242551            3025.61             
5074:               2624                14245175            3327.87             
5075:               2647                14247831            3169.73             
5076:               2624                14250455            3070.7              
5077:               2768                14253224            3248.94             
5078:               2658                14255882            3148.31             
5079:               2645                14258528            3097.71             
5080:               2640                14261178            3104.19             
5081:               2753                14263943            3122.9              
5082:               2671                14266625            3170.36             
5083:               2718                14269343            3378.09             
5084:               2641                14271984            3020.41             
5085:               2733                14274718            3129.28             
5086:               2609                14277328            3196.82             
5087:               2659                14279987            3168.84             
5088:               2733                14282721            3192.7              
5089:               2643                14285365            3137.22             
5090:               2640                14288005            3205.49             
5091:               2612                14290617            3191.77             
5092:               2722                14293345            3230.0              
5093:               2631                14295977            3074.64             
5094:               2608                14298588            3194.03             
5095:               2643                14301232            3198.26             
5096:               2733                14303966            3198.6              
5097:               2721                14306688            3226.84             
5098:               2679                14309367            3158.52             
5099:               2612                14311984            3255.83             
5100:               2718                14314703            3217.03             
5101:               2625                14317336            3174.92             
5102:               2624                14319970            3133.99             
5103:               2764                14322735            3205.95             
5104:               2640                14325376            3224.71             
5105:               2781                14328158            3173.49             
5106:               2624                14330782            3113.29             
5107:               2749                14333532            3317.88             
5108:               2641                14336173            3289.69             
5109:               2624                14338797            3215.49             
5110:               2628                14341426            3168.84             
5111:               2733                14344167            3292.16             
5112:               2628                14346795            3264.56             
5113:               2642                14349438            3202.54             
5114:               2633                14352071            3245.68             
5115:               2737                14354809            3188.59             
5116:               2608                14357418            3234.6              
5117:               2643                14360069            3164.59             
5118:               2765                14362834            3126.78             
5119:               2659                14365494            3353.49             
5120:               2596                14368096            3248.89             
5121:               2640                14370751            3211.05             
5122:               2733                14373485            3217.11             
5123:               2624                14376110            3201.08             
5124:               2624                14378735            3187.66             
5125:               2639                14381374            3175.67             
5126:               2719                14384094            3286.01             
5127:               2741                14386835            3246.65             
5128:               2641                14389477            3177.37             
5129:               2647                14392125            3227.13             
5130:               2721                14394846            3211.73             
5131:               2643                14397492            3042.03             
5132:               2655                14400148            3162.81             
5133:               2772                14402920            3115.04             
5134:               2643                14405564            3263.28             
5135:               2608                14408185            3187.61             
5136:               2640                14410839            3138.22             
5137:               2718                14413561            3032.41             
5138:               2608                14416169            3145.17             
5139:               2624                14418794            3227.55             
5140:               2608                14421402            3170.91             
5141:               2733                14424136            3188.64             
5142:               2639                14426776            3376.65             
5143:               2655                14429438            3286.44             
5144:               2629                14432068            3055.31             
5145:               2749                14434817            3112.2              
5146:               2659                14437477            3145.93             
5147:               2608                14440086            3164.68             
5148:               2721                14442807            3102.81             
5149:               2675                14445483            3104.23             
5150:               2764                14448248            3247.3              
5151:               2624                14450873            3164.91             
5152:               2737                14453610            3338.58             
5153:               2612                14456223            3134.85             
5154:               2624                14458848            3256.63             
5155:               2679                14461528            3096.8              
5156:               2737                14464265            3076.32             
5157:               2624                14466890            3072.09             
5158:               2643                14469533            3117.64             
5159:               2675                14472217            3215.56             
5160:               2742                14474959            3171.11             
5161:               2645                14477617            3227.57             
5162:               2624                14480241            3248.32             
5163:               2722                14482964            3122.28             
5164:               2641                14485605            3159.85             
5165:               2629                14488235            3276.23             
5166:               2643                14490878            3289.33             
5167:               2733                14493612            3123.81             
5168:               2655                14496268            3024.73             
5169:               2686                14498965            3141.54             
5170:               2686                14501652            3142.59             
5171:               2749                14504414            3221.86             
5172:               2793                14507207            3217.32             
5173:               2642                14509850            3156.25             
5174:               2625                14512483            3385.38             
5175:               2749                14515232            3120.98             
5176:               2625                14517868            3130.64             
5177:               2643                14520512            3152.77             
5178:               2753                14523276            3165.76             
5179:               2659                14525935            3177.55             
5180:               2624                14528564            3192.5              
5181:               2628                14531193            3192.88             
5182:               2753                14533946            3276.79             
5183:               2612                14536558            3212.89             
5184:               2631                14539190            3199.35             
5185:               2628                14541819            3055.72             
5186:               2690                14544509            3201.84             
5187:               2624                14547134            3225.65             
5188:               2629                14549763            3241.3              
5189:               2608                14552372            3262.66             
5190:               2733                14555105            3272.6              
5191:               2624                14557730            3179.07             
5192:               2624                14560354            3116.04             
5193:               2733                14563088            3191.59             
5194:               2673                14565762            3188.93             
5195:               2798                14568561            3193.63             
5196:               2608                14571178            3312.67             
5197:               2737                14573920            3184.17             
5198:               2598                14576519            3201.54             
5199:               2628                14579148            3092.11             
5200:               2624                14581772            3259.27             
5201:               2757                14584543            3246.61             
5202:               2659                14587203            3267.69             
5203:               2706                14589909            3157.68             
5204:               2655                14592565            3135.93             
5205:               2796                14595361            3096.56             
5206:               2624                14597986            3364.8              
5207:               2686                14600672            3220.93             
5208:               2718                14603397            3322.46             
5209:               2624                14606021            3146.58             
5210:               2649                14608670            3188.55             
5211:               2636                14611306            3129.09             
5212:               2733                14614052            3159.41             
5213:               2597                14616661            3107.58             
5214:               2640                14619314            3138.99             
5215:               2640                14621967            3185.69             
5216:               2733                14624701            3160.11             
5217:               2782                14627483            3142.88             
5218:               2639                14630123            3117.18             
5219:               2624                14632750            3267.14             
5220:               2749                14635499            3244.14             
5221:               2626                14638126            3104.98             
5222:               2612                14640741            3188.62             
5223:               2686                14643434            3144.44             
5224:               2659                14646094            3180.04             
5225:               2671                14648765            3164.74             
5226:               2675                14651440            3170.92             
5227:               2775                14654216            3152.81             
5228:               2641                14656857            3277.84             
5229:               2647                14659505            3244.88             
5230:               2655                14662161            3187.29             
5231:               2753                14664922            3259.8              
5232:               2608                14667531            3220.5              
5233:               2608                14670140            3160.09             
5234:               2624                14672764            3309.41             
5235:               2733                14675498            3074.51             
5236:               2624                14678122            3178.36             
5237:               2624                14680746            3266.35             
5238:               2733                14683480            3136.75             
5239:               2624                14686104            3162.8              
5240:               2733                14688838            3133.84             
5241:               2676                14691514            3222.8              
5242:               2749                14694264            3043.44             
5243:               2628                14696892            3203.66             
5244:               2639                14699532            3239.94             
5245:               2628                14702161            3294.36             
5246:               2722                14704883            3214.7              
5247:               2659                14707542            3171.28             
5248:               2628                14710171            3094.77             
5249:               2640                14712814            3151.22             
5250:               2757                14715571            3262.48             
5251:               2671                14718242            3140.29             
5252:               2675                14720917            3146.49             
5253:               2718                14723643            3113.88             
5254:               2624                14726268            3232.96             
5255:               2609                14728877            3222.13             
5256:               2655                14731533            3091.94             
5257:               2733                14734267            3179.92             
5258:               2639                14736907            3211.35             
5259:               2624                14739531            3094.71             
5260:               2671                14742207            3248.56             
5261:               2735                14744943            3177.04             
5262:               2764                14747722            3300.71             
5263:               2686                14750413            2998.86             
5264:               2690                14753113            3186.77             
5265:               2671                14755785            3156.99             
5266:               2639                14758425            3256.39             
5267:               2625                14761050            3313.37             
5268:               2753                14763803            3111.65             
5269:               2632                14766435            3147.76             
5270:               2624                14769060            3192.59             
5271:               2628                14771688            3234.24             
5272:               2733                14774422            3101.59             
5273:               2628                14777050            3259.63             
5274:               2597                14779647            3208.11             
5275:               2659                14782307            3214.99             
5276:               2733                14785045            3208.09             
5277:               2655                14787701            3165.3              
5278:               2640                14790348            3219.85             
5279:               2641                14792989            3061.92             
5280:               2718                14795708            3401.02             
5281:               2632                14798340            3198.55             
5282:               2655                14800995            3182.25             
5283:               2749                14803756            3215.69             
5284:               2671                14806429            3126.49             
5285:               2733                14809163            3361.64             
5286:               2655                14811825            3179.98             
5287:               2718                14814543            3114.55             
5288:               2688                14817232            3200.7              
5289:               2612                14819852            3062.4              
5290:               2624                14822476            3217.51             
5291:               3172                14825648            3220.53             
5292:               2631                14828279            3236.55             
5293:               2645                14830940            3247.48             
5294:               2757                14833708            3218.76             
5295:               2667                14836375            3069.2              
5296:               2605                14838980            3267.28             
5297:               2631                14841625            3191.49             
5298:               2733                14844358            3114.18             
5299:               2659                14847018            3245.56             
5300:               2626                14849645            3206.1              
5301:               2611                14852256            3176.45             
5302:               2735                14854991            3239.83             
5303:               2794                14857786            3133.41             
5304:               2615                14860401            3192.81             
5305:               2660                14863062            3154.21             
5306:               2691                14865754            3212.27             
5307:               2831                14868586            3203.79             
5308:               2628                14871220            3263.57             
5309:               2764                14874001            2984.94             
5310:               2659                14876660            3174.94             
5311:               2693                14879354            3111.95             
5312:               2630                14881985            3238.35             
5313:               2802                14884787            3206.11             
5314:               2640                14887428            3163.92             
5315:               2679                14890110            3203.14             
5316:               2675                14892785            3317.6              
5317:               2736                14895527            3168.09             
5318:               2629                14898157            3292.23             
5319:               2618                14900775            3276.58             
5320:               2753                14903540            3202.19             
5321:               2659                14906200            3150.69             
5322:               2624                14908832            3154.96             
5323:               2643                14911476            3216.76             
5324:               2765                14914244            3136.95             
5325:               2643                14916888            3289.39             
5326:               2655                14919543            3187.5              
5327:               2630                14922189            3302.83             
5328:               2764                14924954            3096.92             
5329:               2753                14927708            3139.41             
5330:               2612                14930321            3186.18             
5331:               2608                14932930            3147.3              
5332:               2722                14935652            3111.66             
5333:               2624                14938276            3274.31             
5334:               2612                14940904            3023.96             
5335:               2753                14943657            3322.05             
5336:               2612                14946269            3180.12             
5337:               2655                14948925            3246.79             
5338:               2659                14951585            3246.68             
5339:               2736                14954321            3173.52             
5340:               2625                14956962            3257.73             
5341:               2636                14959599            3214.49             
5342:               2624                14962223            2972.21             
5343:               2737                14964961            3094.81             
5344:               2639                14967601            3080.75             
5345:               2659                14970260            3238.53             
5346:               2624                14972887            3205.96             
5347:               2737                14975625            3323.54             
5348:               2612                14978249            3183.55             
5349:               2659                14980909            3319.1              
5350:               2749                14983658            3224.12             
5351:               2675                14986334            3125.2              
5352:               2767                14989110            3250.58             
5353:               2629                14991740            3235.62             
5354:               2780                14994520            3157.4              
5355:               2647                14997180            3187.65             
5356:               2643                14999824            3177.47             
5357:               2624                15002448            3199.63             
5358:               2721                15005170            3181.52             
5359:               2640                15007819            3158.09             
5360:               2612                15010444            3259.61             
5361:               2628                15013072            3153.05             
5362:               2714                15015787            3073.12             
5363:               2659                15018446            3328.12             
5364:               2628                15021074            3085.94             
5365:               2780                15023856            3181.1              
5366:               2659                15026516            3183.44             
5367:               2644                15029160            3225.21             
5368:               2675                15031835            3156.38             
5369:               2718                15034553            3163.18             
5370:               2655                15037209            3215.3              
5371:               2624                15039845            3273.4              
5372:               2639                15042485            3255.27             
5373:               2733                15045218            3127.21             
5374:               2828                15048047            3156.47             
5375:               2645                15050692            3250.45             
5376:               2733                15053438            3146.95             
5377:               2690                15056129            3156.25             
5378:               2593                15058731            3084.28             
5379:               2597                15061328            3219.54             
5380:               2768                15064097            3257.97             
5381:               2643                15066741            3254.25             
5382:               2608                15069350            3195.06             
5383:               2628                15071978            3211.65             
5384:               2784                15074773            3119.35             
5385:               2628                15077401            3207.52             
5386:               2659                15080061            3100.99             
5387:               2644                15082705            3276.01             
5388:               2736                15085441            3237.15             
5389:               2672                15088114            3186.79             
5390:               2690                15090804            3145.53             
5391:               2780                15093585            3355.18             
5392:               2632                15096218            3119.01             
5393:               2659                15098877            3219.92             
5394:               2659                15101552            3206.12             
5395:               2749                15104302            3174.36             
5396:               2742                15107059            3203.69             
5397:               2662                15109722            3161.19             
5398:               2632                15112354            3149.71             
5399:               2753                15115108            3120.2              
5400:               2643                15117752            3208.83             
5401:               2640                15120392            3254.7              
5402:               2628                15123020            3110.37             
5403:               2722                15125742            3185.76             
5404:               2659                15128403            3218.11             
5405:               2644                15131047            3123.39             
5406:               2766                15133814            3172.99             
5407:               2643                15136468            3296.89             
5408:               2608                15139077            3132.51             
5409:               2612                15141689            3141.86             
5410:               2721                15144425            3198.79             
5411:               2647                15147073            3210.07             
5412:               2671                15149744            3109.02             
5413:               2628                15152373            3280.13             
5414:               2749                15155122            3264.33             
5415:               2628                15157764            3220.69             
5416:               2628                15160397            3235.17             
5417:               2643                15163041            3191.61             
5418:               2702                15165744            3212.65             
5419:               2828                15168573            3219.69             
5420:               2624                15171197            3101.89             
5421:               2706                15173904            3177.65             
5422:               2671                15176575            3145.59             
5423:               2643                15179219            3124.95             
5424:               2644                15181866            3137.81             
5425:               2780                15184647            3227.62             
5426:               2610                15187258            3231.61             
5427:               2659                15189917            3314.47             
5428:               2640                15192557            3260.15             
5429:               2729                15195287            3158.91             
5430:               2671                15197958            3118.27             
5431:               2659                15200618            3247.96             
5432:               2640                15203258            3270.1              
5433:               2753                15206011            3176.87             
5434:               2608                15208623            3275.18             
5435:               2643                15211267            3175.09             
5436:               2733                15214001            3145.56             
5437:               2639                15216641            3267.06             
5438:               2640                15219289            3260.48             
5439:               2655                15221945            3220.92             
5440:               2749                15224694            3220.31             
5441:               2780                15227487            3239.1              
5442:               2624                15230111            3083.76             
5443:               2624                15232736            3221.73             
5444:               2749                15235485            3205.51             
5445:               2645                15238130            3212.44             
5446:               2659                15240802            3193.36             
5447:               2640                15243451            3221.04             
5448:               2722                15246173            3288.77             
5449:               2640                15248822            3078.32             
5450:               2612                15251447            3131.47             
5451:               2753                15254200            3290.57             
5452:               2643                15256844            3137.01             
5453:               2642                15259487            3264.53             
5454:               2688                15262175            3253.98             
5455:               2710                15264885            3172.89             
5456:               2624                15267525            3187.76             
5457:               2640                15270165            3189.17             
5458:               2639                15272805            3241.08             
5459:               2771                15275577            3176.49             
5460:               2639                15278217            3398.95             
5461:               2690                15280917            3178.83             
5462:               2733                15283650            3242.92             
5463:               3867                15287518            3190.65             
5464:               2997                15290516            3210.13             
5465:               2660                15293176            3059.3              
5466:               2761                15295937            3319.1              
5467:               2706                15298644            3205.92             
5468:               2675                15301319            3283.04             
5469:               2796                15304115            3139.08             
5470:               2612                15306728            3130.53             
5471:               2662                15309390            3232.98             
5472:               2610                15312000            3178.31             
5473:               2772                15314773            3091.29             
5474:               2706                15317479            3213.09             
5475:               2643                15320123            3105.16             
5476:               2597                15322731            3137.15             
5477:               2751                15325482            3248.72             
5478:               2627                15328110            3252.92             
5479:               2663                15330773            3118.72             
5480:               2655                15333429            3236.04             
5481:               2774                15336214            3200.56             
5482:               2625                15338840            3277.56             
5483:               2632                15341486            3214.89             
5484:               2780                15344266            3228.03             
5485:               2766                15347044            3158.0              
5486:               2644                15349689            3230.22             
5487:               2659                15352349            3125.46             
5488:               2765                15355114            3037.18             
5489:               2643                15357758            3220.99             
5490:               2671                15360430            3152.8              
5491:               2616                15363062            3106.18             
5492:               2784                15365855            3125.11             
5493:               2671                15368526            3091.08             
5494:               2690                15371217            3249.35             
5495:               2718                15373938            3248.42             
5496:               2628                15376566            3186.55             
5497:               2644                15379210            3163.4              
5498:               2643                15381855            3315.47             
5499:               2748                15384603            3138.21             
5500:               2628                15387232            3221.84             
5501:               2608                15389856            3239.42             
5502:               2628                15392484            3210.84             
5503:               2721                15395209            3175.29             
5504:               2628                15397837            3198.77             
5505:               2608                15400446            3233.69             
5506:               2655                15403101            3287.43             
5507:               2733                15405835            3175.92             
5508:               2764                15408600            3212.25             
5509:               2624                15411224            3242.82             
5510:               2749                15413974            3251.46             
5511:               2657                15416631            3230.44             
5512:               2659                15419291            2984.91             
5513:               2628                15421920            3165.67             
5514:               2839                15424759            3291.64             
5515:               2641                15427401            3152.6              
5516:               2628                15430032            3278.0              
5517:               2659                15432691            3059.8              
5518:               2737                15435429            3073.64             
5519:               2686                15438116            3265.53             
5520:               2690                15440806            3181.6              
5521:               2608                15443415            3147.62             
5522:               2757                15446172            3193.62             
5523:               2679                15448851            3166.39             
5524:               2643                15451507            3141.08             
5525:               2702                15454220            3333.51             
5526:               2624                15456844            3148.25             
5527:               2624                15459469            3162.88             
5528:               2658                15462127            3320.41             
5529:               2737                15464864            3187.9              
5530:               2804                15467668            3096.61             
5531:               2608                15470277            3392.16             
5532:               2675                15472952            3210.91             
5533:               2718                15475670            3372.2              
5534:               2612                15478283            3114.08             
5535:               2659                15480943            3147.78             
5536:               2628                15483571            3128.41             
5537:               2733                15486305            3266.65             
5538:               2628                15488933            3103.81             
5539:               2626                15491560            3289.51             
5540:               2735                15494295            3203.97             
5541:               2646                15496957            3336.94             
5542:               2645                15499602            3155.1              
5543:               2612                15502215            3172.37             
5544:               2733                15504949            3186.68             
5545:               2624                15507573            3303.94             
5546:               2624                15510205            3135.78             
5547:               2641                15512846            3109.56             
5548:               2737                15515584            3171.62             
5549:               2648                15518232            3149.57             
5550:               2686                15520919            3215.88             
5551:               2671                15523590            3213.42             
5552:               2767                15526362            3156.66             
5553:               2737                15529100            3179.44             
5554:               2678                15531787            3308.15             
5555:               2733                15534521            3281.77             
5556:               2655                15537177            3135.26             
5557:               2702                15539879            3206.57             
5558:               2641                15542521            3177.99             
5559:               2767                15545288            3250.95             
5560:               2629                15547918            3256.79             
5561:               2659                15550577            3143.06             
5562:               2656                15553234            3153.62             
5563:               2733                15555967            3260.06             
5564:               2679                15558647            3117.6              
5565:               2608                15561257            3167.38             
5566:               2678                15563936            3119.76             
5567:               2671                15566607            3109.55             
5568:               2628                15569236            3170.94             
5569:               2639                15571875            3143.28             
5570:               2749                15574625            3201.62             
5571:               2624                15577249            3175.43             
5572:               2640                15579889            3233.46             
5573:               2655                15582545            3132.0              
5574:               2718                15585263            3036.42             
5575:               2764                15588028            3242.37             
5576:               2641                15590669            3091.86             
5577:               2659                15593331            3224.77             
5578:               2768                15596103            3290.18             
5579:               2655                15598768            3243.64             
5580:               2628                15601397            3237.35             
5581:               2718                15604115            3199.36             
5582:               2679                15606794            3253.8              
5583:               2624                15609428            3281.09             
5584:               2612                15612041            3183.76             
5585:               2720                15614761            3185.24             
5586:               2610                15617372            3179.33             
5587:               2643                15620016            3213.98             
5588:               2643                15622659            3158.49             
5589:               2723                15625382            3167.33             
5590:               2642                15628025            3323.59             
5591:               2656                15630682            3181.27             
5592:               2624                15633306            3248.07             
5593:               2722                15636028            3234.08             
5594:               2626                15638655            3126.01             
5595:               2629                15641285            3239.03             
5596:               2737                15644033            3107.84             
5597:               2742                15646775            3120.86             
5598:               2722                15649509            3174.47             
5599:               2624                15652133            3222.28             
5600:               2753                15654892            3188.44             
5601:               2659                15657551            3212.68             
5602:               2644                15660211            3222.63             
5603:               2640                15662851            3190.74             
5604:               2737                15665589            3135.07             
5605:               2671                15668260            3237.34             
5606:               2628                15670896            3149.93             
5607:               2634                15673531            3123.22             
5608:               2706                15676237            3166.8              
5609:               2640                15678877            3148.44             
5610:               2671                15681548            3265.09             
5611:               2718                15684273            3196.99             
5612:               2624                15686897            3250.54             
5613:               2640                15689539            3210.05             
5614:               2641                15692181            3134.8              
